Skill Name,ID,Mechanic,Class,Skill Line,Set Name,#,Description,Equations
Agility,149165,Werewolf,,,,1,Increases your Weapon Damage by <<1>>.,"<<1>> = 1 MediumArmor  (Medium Armor, SingleTarget, Direct, R2 = 1)"
Agility 1,29686,Werewolf,Armor,Medium Armor,,2,Increases your Weapon and Spell Damage by <<1>> for each piece of Medium Armor worn.  Current bonus: <<2>>.,"<<1>> = 1% (Constant) <<2>> = 1 MediumArmor  (Medium Armor, SingleTarget, Direct, R2 = 1)"
Agility 2,45572,Werewolf,Armor,Medium Armor,,2,Increases your Weapon and Spell Damage by <<1>> for each piece of Medium Armor worn.  Current bonus: <<2>>.,"<<1>> = 2% (Constant) <<2>> = 2 MediumArmor  (Medium Armor, SingleTarget, Direct, R2 = 1)"
Agonizing Tether,253050,Werewolf,,,,4,"Violently drain the last spark of life from a corpse, dealing <<1>> over <<2>> to all enemies around the corpse and between you and the corpse.   If the siphon lasts its full duration it causes the corpse to explode, dealing an additional <<3>> to all enemies around the corpse. This ability scales off your highest offensive stats.  While slotted, your damage done is increased by <<4>>.","<<1>> = 0.009182 MaxStat + 0.096413 MaxPower  (Ultimate, ratio = 10.50, Dmg, Disease, AOE, DOT, 19.333s duration, 0.666s tick, R2 = 1) <<2>> = 20 seconds (Constant) <<3>> = 0.077475 MaxStat + 0.813488 MaxPower  (Ultimate, ratio = 10.50, Dmg, Disease, AOE, Direct, Melee, R2 = 1) <<4>> = 3% (Constant)"
Agonizing Tether,253049,Magicka,,,,4,A red soul gem inflicts pain on your enemies.  A fiery tether deals <<1>> every <<2>> to any enemy it intersects with as it stretches between you and the red soul gem.  A red soul gem is created every <<3>> and they last <<4>>.  Agonizing Tether only takes effect within the bounds of the Night Market.,<<1>> = 1000 Flame Damage (Constant) <<2>> = 0.3 seconds (Constant) <<3>> = 15 seconds (Constant) <<4>> = 12 seconds (Constant)
Agonizing Tether,253063,Werewolf,,,,4,"Violently drain the last spark of life from a corpse, dealing <<1>> over <<2>> to all enemies around the corpse and between you and the corpse.   If the siphon lasts its full duration it causes the corpse to explode, dealing an additional <<3>> to all enemies around the corpse. This ability scales off your highest offensive stats.  While slotted, your damage done is increased by <<4>>.","<<1>> = 0.009182 MaxStat + 0.096413 MaxPower  (Ultimate, ratio = 10.50, Dmg, Disease, AOE, DOT, 19.333s duration, 0.666s tick, R2 = 1) <<2>> = 20 seconds (Constant) <<3>> = 0.077475 MaxStat + 0.813488 MaxPower  (Ultimate, ratio = 10.50, Dmg, Disease, AOE, Direct, Melee, R2 = 1) <<4>> = 3% (Constant)"
Agony Totem 1,118404,Werewolf,Necromancer,Bone Tyrant,,9,"Summon an effigy of bone at your feet for <<1>> that grants <<2>> to you and your allies, reducing damage taken by <<3>>. Enemies in the area are afflicted with <<4>>.  After <<5>>, the totem begins fearing nearby enemies every <<5>>, causing them to cower in place for <<6>>.  Allies can activate the <<7>> synergy, dealing <<8>> over <<9>> to enemies.","<<1>> = 11 seconds (Constant) <<2>> = Minor Protection (Constant) <<3>> = 5% (Constant) <<4>> = Major Cowardice (Constant) <<5>> = 2 seconds (Constant) <<6>> = 4 seconds (Constant) <<7>> = Pure Agony (Constant) <<8>> = 0.00288358 MaxStat + 0.315395 MaxPower - 0.122745  (Ultimate, ratio = 109.38, Dmg, Magic, AOE, DOT, 5s duration, 1s tick, R2 = 0.999995) <<9>> = 5 seconds (Constant)"
Agony Totem 2,20118404,Werewolf,Necromancer,Bone Tyrant,,9,"Summon an effigy of bone at your feet for <<1>> that grants <<2>> to you and your allies, reducing damage taken by <<3>>. Enemies in the area are afflicted with <<4>>.  After <<5>>, the totem begins fearing nearby enemies every <<5>>, causing them to cower in place for <<6>>.  Allies can activate the <<7>> synergy, dealing <<8>> over <<9>> to enemies.","<<1>> = 11.7 seconds (Constant) <<2>> = Minor Protection (Constant) <<3>> = 5% (Constant) <<4>> = Major Cowardice (Constant) <<5>> = 2 seconds (Constant) <<6>> = 4 seconds (Constant) <<7>> = Pure Agony (Constant) <<8>> = 0.00288358 MaxStat + 0.315395 MaxPower - 0.122745  (Ultimate, ratio = 109.38, Dmg, Magic, AOE, DOT, 5s duration, 1s tick, R2 = 0.999995) <<9>> = 5 seconds (Constant)"
Agony Totem 3,30118404,Werewolf,Necromancer,Bone Tyrant,,9,"Summon an effigy of bone at your feet for <<1>> that grants <<2>> to you and your allies, reducing damage taken by <<3>>. Enemies in the area are afflicted with <<4>>.  After <<5>>, the totem begins fearing nearby enemies every <<5>>, causing them to cower in place for <<6>>.  Allies can activate the <<7>> synergy, dealing <<8>> over <<9>> to enemies.","<<1>> = 12.3 seconds (Constant) <<2>> = Minor Protection (Constant) <<3>> = 5% (Constant) <<4>> = Major Cowardice (Constant) <<5>> = 2 seconds (Constant) <<6>> = 4 seconds (Constant) <<7>> = Pure Agony (Constant) <<8>> = 0.00288358 MaxStat + 0.315395 MaxPower - 0.122745  (Ultimate, ratio = 109.38, Dmg, Magic, AOE, DOT, 5s duration, 1s tick, R2 = 0.999995) <<9>> = 5 seconds (Constant)"
Agony Totem 4,40118404,Werewolf,Necromancer,Bone Tyrant,,9,"Summon an effigy of bone at your feet for <<1>> that grants <<2>> to you and your allies, reducing damage taken by <<3>>. Enemies in the area are afflicted with <<4>>.  After <<5>>, the totem begins fearing nearby enemies every <<5>>, causing them to cower in place for <<6>>.  Allies can activate the <<7>> synergy, dealing <<8>> over <<9>> to enemies.","<<1>> = 13 seconds (Constant) <<2>> = Minor Protection (Constant) <<3>> = 5% (Constant) <<4>> = Major Cowardice (Constant) <<5>> = 2 seconds (Constant) <<6>> = 4 seconds (Constant) <<7>> = Pure Agony (Constant) <<8>> = 0.00288358 MaxStat + 0.315395 MaxPower - 0.122745  (Ultimate, ratio = 109.38, Dmg, Magic, AOE, DOT, 5s duration, 1s tick, R2 = 0.999995) <<9>> = 5 seconds (Constant)"
Akaviri Dragonguard,18996,Werewolf,,,Blessing of the Potentates,1,Reduces the cost of your Ultimate abilities by <<1>>.,<<1>> = 15% (Constant)
Alcaire Festival Sword-Pie,86789,Werewolf,,,,2,Increase Max Health by <<1>> for <<2>>.,<<1>> = 5775 (Constant) <<2>> = 2 hours (Constant)
Alchemical Acceleration,248867,Magicka,,,,1,"Due to steady potion use, your constitution allows you to imbibe alchemical concoctions safely at a greater frequency. Reduces your potion cooldown by <<1>>.",<<1>> = 8 seconds (Constant)
Alchemized Resilience,135300,Werewolf,,,,2,Maximum Health increased by <<1>> and reduces your damage taken by <<2>>,<<1>> = 2500 (Constant) <<2>> = 3% (Constant)
Alchemized Strength,135283,Werewolf,,,,1,Weapon and Spell Damage increased by <<1>>,<<1>> = 275 (Constant)
Alchemized Super Resilience,135303,Werewolf,,,,2,"Maximum Health increased by <<1>> and reduces your damage taken by <<2>>  As a Werewolf Behemoth, the Health Recovery bonus granted by the form is increased by 200%",<<1>> = 3500 (Constant) <<2>> = 6% (Constant)
Alchemized Super Strength,135287,Werewolf,,,,3,"Weapon and Spell Damage increased by <<1>>  As a Werewolf Behemoth, your <<2>> and <<3>> attacks now deal additional cold damage.",<<1>> = 375 (Constant) <<2>> = Swipe (Constant) <<3>> = Mutilate (Constant)
Alchemized Super Vigor,135297,Werewolf,,,,2,"Magicka and Stamina Recovery is increased by <<1>>  As a Werewolf Behemoth, your Ultimate generation is increased by <<2>>",<<1>> = 400 (Constant) <<2>> = 100% (Constant)
Alchemized Vigor,135292,Werewolf,,,,1,Magicka and Stamina Recovery is increased by <<1>>,<<1>> = 200 (Constant)
Alessia's Bulwark,32799,Werewolf,,,Alessia's Bulwark,2,"When you take damage from a Martial melee attack, you reduce the attacker's Weapon and Spell Damage by <<1>> for <<2>>.",<<1>> = 0 (Constant) <<2>> = 5 seconds (Constant)
Alessian Order,29121,Werewolf,,,Alessian Order,1,"Increase your Health Recovery by 2% of your sum total Physical Resistance and Spell Resistance, up to a maximum of 1320.  Current Bonus Health Recovery: <<1>>.","<<1>> = 0.0399585 MaxResist - 0.131654  (Max Resistance, SingleTarget, Direct, R2 = 0.999998)"
All Primary Stat Recovery,85497,Werewolf,,,,3,"Increase Health Recovery by <<1>>, Magicka Recovery by <<2>>, and Stamina Recovery by <<2>> for <<3>>. These effects are scaled based on your level.",<<1>> = 393 (Constant) <<2>> = 362 (Constant) <<3>> = 1 hour (Constant)
All Primary Stat Recovery,17614,Werewolf,,,,2,"Increase Health, Magicka and Stamina Recovery by <<1>> for <<2>>.",<<1>> = 0 (Constant) <<2>> = 2 hours (Constant)
All Primary Stat Recovery,68416,Werewolf,,,,3,"Increase Health Recovery by <<1>>, Magicka Recovery by <<2>>, and Stamina Recovery by <<2>> for <<3>>. These effects are scaled based on your level.",<<1>> = 393 (Constant) <<2>> = 362 (Constant) <<3>> = 2 hours (Constant)
All Primary Stat Recovery,61350,Werewolf,,,,3,Increase Health Recovery by <<1>> and Magicka and Stamina Recovery by <<2>> for <<3>>.,<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 2 hours (Constant)
"Alli-Drink: H M, Flagon",72974,Werewolf,,,,3,Increase Health Recovery by <<1>> and Magicka Recovery by <<2>> for <<3>>.,<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 1 hour (Constant)
"Alli-Drink: H S, Flagon",72964,Werewolf,,,,3,Increase Health Recovery by <<1>> and Stamina Recovery by <<2>> for <<3>>.,<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 1 hour (Constant)
"Alli-Drink: M S, Flagon",72975,Werewolf,,,,3,Increase Magicka Recovery by <<1>> and Stamina Recovery by <<2>> for <<3>>.,<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 1 hour (Constant)
"Alli-Food: H, M, SmBread",72958,Werewolf,,,,3,Increase Max Health by <<1>> and Max Magicka by <<2>> for <<3>>.,<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 1 hour (Constant)
"Alli-Food: H, S, SmBread",72952,Werewolf,,,,3,Increase Max Health by <<1>> and Max Stamina by <<2>> for <<3>>.,<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 1 hour (Constant)
"Alli-Food: S, M, SmBread",72963,Werewolf,,,,3,Increase Max Stamina by <<1>> and Max Magicka by <<2>> for <<3>>.,<<1>> = 0 (Constant) <<2>> = 0 (Constant) <<3>> = 1 hour (Constant)
Alliance Skill Gain,147466,Werewolf,,,,2,"You gain a <<1>>% experience bonus to Alliance Rank and Alliance War skill lines from all sources for <<2>>. The timer pauses when you are offline, and resumes when you return. This bonus is compatible with other foods or drinks.",<<1>> = 50 (Constant) <<2>> = 1 hour (Constant)
Alliance Skill Gain 100% Boost,147733,Werewolf,,,,2,"You gain a <<1>>% experience bonus to Alliance Rank and Alliance War skill lines from all sources for <<2>>. The timer pauses when you are offline, and resumes when you return. This bonus is compatible with other foods or drinks.",<<1>> = 100 (Constant) <<2>> = 30 minutes (Constant)
Alliance Skill Gain 150% Boost,147797,Werewolf,,,,2,"You gain a <<1>>% experience bonus to Alliance Rank and Alliance War skill lines from all sources for <<2>>. The timer pauses when you are offline, and resumes when you return. This bonus is compatible with other foods or drinks.",<<1>> = 150 (Constant) <<2>> = 30 minutes (Constant)
Alliance Skill Gain 150% Boost,147734,Werewolf,,,,2,"You gain a <<1>>% experience bonus to Alliance Rank and Alliance War skill lines from all sources for <<2>>. The timer pauses when you are offline, and resumes when you return. This bonus is compatible with other foods or drinks.",<<1>> = 150 (Constant) <<2>> = 30 minutes (Constant)
Alliance Skill Gain 50% Boost,147687,Werewolf,,,,2,"You gain a <<1>>% experience bonus to Alliance Rank and Alliance War skill lines from all sources for <<2>>. The timer pauses when you are offline, and resumes when you return. This bonus is compatible with other foods or drinks.",<<1>> = 50 (Constant) <<2>> = 30 minutes (Constant)
"Alliance Skill Gain, Grand",147467,Werewolf,,,,2,"You gain a <<1>>% experience bonus to Alliance Rank and Alliance War skill lines from all sources for <<2>>. The timer pauses when you are offline, and resumes when you return. This bonus is compatible with other foods or drinks.",<<1>> = 150 (Constant) <<2>> = 1 hour (Constant)
"Alliance Skill Gain, Major",137733,Werewolf,,,,2,"You gain a <<1>>% experience bonus to Alliance Rank and Alliance War skill lines from all sources for <<2>>. The timer pauses when you are offline, and resumes when you return. This bonus is compatible with other foods or drinks.",<<1>> = 100 (Constant) <<2>> = 1 hour (Constant)
Ally Magicka Resistance,50915,Werewolf,,,,2,Increase nearby ally's spell resistance by <<1>> for <<2>>.,<<1>> = 6600 (Constant) <<2>> = 20 seconds (Constant)
Almalexia's Mercy,32802,Werewolf,,,Almalexia's Mercy,3,"When you take damage, you heal you and your group members within 7 meters of you for <<1>> Health over <<2>>. This effect can occur once every <<3>> and scales off the higher of your Max Magicka or Stamina.","<<1>> = 0.029426 MaxStat  (Ultimate, Heal, AOE, DOT, 3s duration, 1s tick, R2 = 1) <<2>> = 3 seconds (Constant) <<3>> = 3 seconds (Constant)"
Ambidextrous 1,30873,Werewolf,Weapon,Dual Wield,,1,Increases Weapon and Spell Damage by <<1>>% of off-hand weapon's damage.,<<1>> = 3 (Constant)
Ambidextrous 2,45477,Werewolf,Weapon,Dual Wield,,1,Increases Weapon and Spell Damage by <<1>>% of off-hand weapon's damage.,<<1>> = 6 (Constant)
Ambush,9004,Werewolf,,,,2,,"<<1>> = 0.06 MaxStat + 0.63 MaxPower  (Ultimate, ratio = 10.50, Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1) <<2>> = 3 seconds (Constant)"
Ambush,10248,Werewolf,,,,2,,"<<1>> = 0.06 MaxStat + 0.63 MaxPower  (Ultimate, ratio = 10.50, Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1) <<2>> = 3 seconds (Constant)"
Ambush 1,25484,Power,Nightblade,Assassination,,9,"Flash through the shadows and ambush an enemy, dealing <<1>> and afflicting them with <<2>> for <<3>>, increasing their damage taken by <<4>>.  Also grants you <<5>> and <<6>> for <<7>>, increasing the damage of your Heavy Attacks against monsters by <<8>> and your damage done by <<9>>.","<<1>> = 0.071277 MaxStat + 0.748408 MaxPower  (Ultimate, ratio = 10.50, RankMod(1), Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Minor Vulnerability (Constant) <<3>> = 10 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Empower (Constant) <<6>> = Minor Berserk (Constant) <<7>> = 10 seconds (Constant) <<8>> = 150% (Constant) <<9>> = 5% (Constant)"
Ambush 2,35886,Power,Nightblade,Assassination,,9,"Flash through the shadows and ambush an enemy, dealing <<1>> and afflicting them with <<2>> for <<3>>, increasing their damage taken by <<4>>.  Also grants you <<5>> and <<6>> for <<7>>, increasing the damage of your Heavy Attacks against monsters by <<8>> and your damage done by <<9>>.","<<1>> = 0.072061047 MaxStat + 0.756640488 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.011), Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Minor Vulnerability (Constant) <<3>> = 10 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Empower (Constant) <<6>> = Minor Berserk (Constant) <<7>> = 10 seconds (Constant) <<8>> = 150% (Constant) <<9>> = 5% (Constant)"
Ambush 3,35892,Power,Nightblade,Assassination,,9,"Flash through the shadows and ambush an enemy, dealing <<1>> and afflicting them with <<2>> for <<3>>, increasing their damage taken by <<4>>.  Also grants you <<5>> and <<6>> for <<7>>, increasing the damage of your Heavy Attacks against monsters by <<8>> and your damage done by <<9>>.","<<1>> = 0.072845094 MaxStat + 0.764872976 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.022), Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Minor Vulnerability (Constant) <<3>> = 10 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Empower (Constant) <<6>> = Minor Berserk (Constant) <<7>> = 10 seconds (Constant) <<8>> = 150% (Constant) <<9>> = 5% (Constant)"
Ambush 4,35898,Power,Nightblade,Assassination,,9,"Flash through the shadows and ambush an enemy, dealing <<1>> and afflicting them with <<2>> for <<3>>, increasing their damage taken by <<4>>.  Also grants you <<5>> and <<6>> for <<7>>, increasing the damage of your Heavy Attacks against monsters by <<8>> and your damage done by <<9>>.","<<1>> = 0.073629141 MaxStat + 0.773105464 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1) <<2>> = Minor Vulnerability (Constant) <<3>> = 10 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Empower (Constant) <<6>> = Minor Berserk (Constant) <<7>> = 10 seconds (Constant) <<8>> = 150% (Constant) <<9>> = 5% (Constant)"
Amphibian 1,36582,Werewolf,Argonian,Argonian Skills,,1,Increases your experience gain with the Restoration Staff skill line by 15%.  Increases your swimming speed by <<1>>.,<<1>> = 50% (Constant)
An Eye for Exploitation 1,263604,Werewolf,Nightblade,Class Mastery,,2,"Every strike, every stab, is a step towards execution.  Increases your Weapon and Spell Damage by up to <<1>>, based on your target's missing Health.   Reduces your damage taken by up to <<2>>, based on your attacker's missing Health.   Both effects are halved against targets with Battle Spirit.",<<1>> = 2000 (Constant) <<2>> = 20% (Constant)
Ancestral Resolve,176744,Werewolf,,,,2,Maximum Health increased by <<1>> and reduces your damage taken by <<2>>,<<1>> = 3000 (Constant) <<2>> = 10% (Constant)
Ancestral Vitality,176743,Werewolf,,,,1,Magicka and Stamina Recovery increased by <<1>>,<<1>> = 30% (Constant)
Ancient Curse,7861,Werewolf,,,,2,After 3 seconds deals <<1>> and brittles target for <<2>>.,<<1>> = 40 Generic Damage (Constant) <<2>> = 6 seconds (Constant)
Ancient Curse (s),7194,Werewolf,,,,4,,"<<1>> = 40% (Constant) <<2>> = 2.4 seconds (Constant) <<3>> = + 0.9 WD  (Stamina, Dmg, Generic, SingleTarget, Direct, Melee, R2 = 1) <<4>> = 6 seconds (Constant)"
Ancient Curse (s),7872,Werewolf,,,,2,After 3 seconds deals <<1>> and brittles target for <<2>>.,<<1>> = 40 Generic Damage (Constant) <<2>> = 6 seconds (Constant)
