family,page,version,note
skills,Online:Arctic Wind,8.1.5,"* This ability and the Polar Wind morph no longer deal damage over their duration. * The Healing over Time effects now tick once every 2 seconds over 10 seconds, rather than once every second over 5. * Increased the healing per tick to 6% of your Max Health, up from 2.5%. ** Polar Wind (morph): *** This morph now causes the initial heal and Heal over Time to target an additional ally, rather than only the initial heal. *** Increased the healing over time by 20%. ** Arctic Blast (morph): *** This morph now causes the initial heal to scale with your highest Offensive stats, rather than Max Health. *** This morph now causes the Heal over Time to be converted to Damage over Time. *** This morph no longer ranks up in cost reduction. *** This morph now stuns immediately upon cast, rather than requiring hitting the same target 5 times in succession. The stun is no longer unblockable. *** Increased the duration of this morph to 20 seconds, up from 10 seconds. *** Reduced the damage per tick by approximately 3%. *** Increased the chances of applying a status effect with this morph to 15%, up from 1% per tick. **Developer Comment: We're readjusting (again) the requirements and differentiations of these morphs to help improve their gameplay distinctions for different types of activities. The base ability and Polar Wind will now have their added functionality act closer to a Heal over Time ability, while Arctic Blast will be centered on allowing more offensive oriented Ice Wardens to gain access to extra damage and a long time requested on-demand stun ability."
skills,Online:Arctic Wind,8.2.5,"* Arctic Blast (morph): Removed the target cap from the damage of this morph, as the damage is no longer tied to stunning enemies."
skills,Online:Arctic Wind,9.0.5,"* Arctic Blast (morph): ** The stun from this morph now fires after a 2 second delay, rather than immediately. Recasting the ability before the delay completes will reset the delay timer. **Fixed an issue where the stun ignored line of sight rules."
skills,Online:Arctic Wind,10.1.5,"* Arctic Blast (morph): ** This morph now instantly deals damage equal to a normal area effect spammable attack, rather than healing you instantly. Instead, the healing happens if the ability failed to damage any enemies with the initial hit. The Damage over Time now only starts after the 2 second delay, rather than instantly. ** Reduced the Damage over Time by ~21% per tick, resulting in little to no changes in its total base damage dealt with the initial hit added. ** Reduced the healing from this ability by ~11%. ** Reduced the base chance to apply the Chilled Status effect to 10% per tick, down from 15%. The initial hit has a 25% chance to apply the Chilled status. ** Reduced the cost to 3780, down from 4320 *** Developer Comment: In this pass, we're tweaking how this ability functions to reduce some of its raw power to do damage, crowd control, and heal all at once. Now, the ability can be used to deal the same total damage over its duration, with more damage focused on an up-front hit - granting the Warden a class-based area effect spammable that it previously lacked. Additionally, we're changing the healing to be a conditional requirement rather than a guarantee, so the ability can act as a heal when you back away from the fight, rather than outright removing it.It is our hope that these changes still help the Warden class have access to powerful tools from their kit, without the overwhelming power they enabled in PvP situations."
skills,Online:Argonian Resistance,2.1.4,* Increased the maximum health bonus from this passive to 2/4/6 from 1/2/3.
skills,Online:Argonian Resistance,2.3.5,* Increased the maximum health bonus from this passive ability to 3/6/9% at Ranks I/II/III from 2/4/6%.
skills,Online:Argonian Resistance,4.0.5,* Updated this ability's tooltip to indicate it grants immunity to the Poisoned and Diseased status effects.
skills,Online:Argonian Resistance,4.3.5,* Gain 9% Max Health and 1485 Poison and Disease Resistance → Increases your Max Health by 1000 and your Disease Resistance by 2310. You are immune to the Diseased status effect.
skills,Online:Argonian Resistance,6.3.5,"* This passive no longer grants immunity to the Diseased status effect, and once again grants an equal amount of Poison Resistance."
skills,Online:Arrow Spray,1.3.3,* Eagle Eye: The tooltip for this item set no longer states that it increases the range of the ability Arrow Spray.
skills,Online:Arrow Spray,1.4.3,* Reduced the cost of this ability by approximately 10%. * Acid Spray: This ability no longer uses Spell Critical Strike.
skills,Online:Arrow Spray,1.5.2,* Fixed an issue where hitting a target with this ability wasn't removing the target's stealth effect. We also increased the area effect arc to better match the size of the effect. * Acid Spray: This ability now determines critical strikes based on the weapon critical rating instead of the spell critical rating. * Bombard: This ability now applies a snare after the immobilize ends.
skills,Online:Arrow Spray,2.7.5,* Adjusted the order of the Active Abilities in this skill line. They now unlock in the following order: ** Snipe ** Volley ** Magnum Shot ** Arrow Spray ** Poison Arrow
skills,Online:Arrow Spray,3.2.5,"* Increased the duration of the snare applied by this ability and its morphs to 6 seconds from 5 seconds. * Fixed an issue where some of the visual effects of this ability and its morphs were not aligned with the actual location of the damage cone. * Acid Spray: ** Increased the damage over time of this morph by approximately 65%. ** Increased the duration of the damage over time applied by this morph to 6 seconds from 5 seconds, causing it to tick for one additional instance of damage. * Bombard: Fixed an issue where the name of the debuff icon applied by this morph was incorrect."
skills,Online:Arrow Spray,4.0.5,* Acid Spray: Fixed an issue where the damage over time aspect of this morph could be reflected.
skills,Online:Arrow Spray,4.1.5,* Decreased the duration of the snare applied from this ability and its morphs to 4 seconds from 6 seconds.
skills,Online:Arrow Spray,4.2.5,* Acid Spray: Fixed an issue where the damage over time from this morph was breaking the invisibility of Shadow Cloak.
skills,Online:Arrow Spray,4.2.7,* The Damage over Time from Acid Spray can no longer proc Weapon Enchantments or poisons.
skills,Online:Arrow Spray,4.3.5,"* Removed the Snare from this ability and its morphs, but increased their damage by approximately 27% and reduced the costs by approximately 13%. * Acid Spray (morph): Increased the Damage over Time by approximately 40%, but added a 1 second delay between the initial hit and the first tick. The ability now lasts 4 seconds in total. * Bombard (morph): This morph retains the Snare and Immobilize, but ensures that both apply to the enemy, rather than only Snaring enemies who were initially affected by the Immobilize. Duration of the Immobilize now lasts up to 4 seconds, up from 2."
skills,Online:Arrow Spray,7.3.5,"* Bombard (morph): ** This morph no longer also snares targets. ** This morph now reduces its cost as the ability ranks up, rather than increasing the duration of the negative effects on it. The immobilize remains to be 4 seconds as it was at rank 4."
skills,Online:Arrow Spray,9.0.5,"* Acid Spray (morph): **Increased the damage per tick of the Damage over Time effect of this morph by approximately 1%. **The Damage over Time from this morph will now always apply to the target, rather than only when they do not already have the DoT active. **Increased the duration to 5 seconds, up from 4."
skills,Online:Ash Cloud,2.3.5,* Eruption: Increased the initial eruption damage from this morph by 22%.
skills,Online:Ash Cloud,2.6.4,"* Eclipse: Fixed an issue where this ability and the Total Dark morph could reflect snares from ground-placed ticking abilities, such as Caltrops or Ash Cloud, and cause you to move at extremely high speeds."
skills,Online:Ash Cloud,3.1.5,"* In an effort to reduce the visual effect noise in group combat situations, we've hidden most visual effects from persistent damaging area of effect abilities cast by your allies. Area of effect abilities that have a synergy, healing, or defensive component that can benefit you will still be visible, and area of effect abilities cast by enemies will also still be visible."
skills,Online:Ash Cloud,3.3.5,"* Fixed an issue where this ability and its morphs could occasionally expire too early, causing you to lose out on the final tick of damage."
skills,Online:Ash Cloud,4.0.5,* This ability now heals you and your allies in the area and snares enemies; note the Eruption morph remains unchanged. * Cinder Storm: This morph now increases the healing done.
skills,Online:Ash Cloud,4.2.5,"* Increased the healing done by approximately 50%. * Cinder Storm: Increased the healing done by approximately 60%. * Eruption: Increased the initial damage done by approximately 15%, and the damage over time by approximately 70%. **Developer Comment: With these changes, Ash Cloud and its morphs will now provide a much larger impact than previously, and will be more in line with other class based area of effect duration abilities, such as Lightning Splash."
