family,page,template,param,value
sets,Online:Almalexia's Mercy,ESO Sets With,9,Heal Others
sets,Online:Almalexia's Mercy,ESO Sets With,10,Light Armor
sets,Online:Almalexia's Mercy,ESO Sets With,11,Alliance Style
sets,Online:Almalexia's Mercy,ESO Sets With,12,Alliance Point Cost
sets,Online:Almalexia's Mercy,ESO Sets With,13,5-Piece Bonus
sets,Online:Almalexia's Mercy,ESO Sets With,settype,Light Armor
sets,Online:Almalexia's Mercy,ESO Sets With,source,Cropsford
sets,Online:Amber Plasm,SetBonus,2 items,Adds 25-1096 Maximum Magicka
sets,Online:Amber Plasm,SetBonus,3 items,Adds 15-657 Critical Chance
sets,Online:Amber Plasm,SetBonus,4 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Amber Plasm,SetBonus,5 items,Adds 5-245 Magicka Recovery; Adds 5-245 Stamina Recovery; Adds 5-245 Health Recovery
sets,Online:Amber Plasm,Mod Header,1,Shadows of the Hist
sets,Online:Amber Plasm,Trail,1,Sets
sets,Online:Amber Plasm,Online Update,type,itemset
sets,Online:Amber Plasm,ESO Magicka Link,1,25-1096 Maximum
sets,Online:Amber Plasm,ESO Weapon Damage Link,3,y
sets,Online:Amber Plasm,ESO Magicka Link,1,5-245
sets,Online:Amber Plasm,ESO Magicka Link,2,Recovery
sets,Online:Amber Plasm,ESO Stamina Link,1,5-245
sets,Online:Amber Plasm,ESO Stamina Link,2,Recovery
sets,Online:Amber Plasm,ESO Health Link,1,5-245
sets,Online:Amber Plasm,ESO Health Link,2,Recovery
sets,Online:Amber Plasm,ESO Sets With,1,Maximum Magicka
sets,Online:Amber Plasm,ESO Sets With,2,Weapon/Spell Critical
sets,Online:Amber Plasm,ESO Sets With,3,Weapon/Spell Damage
sets,Online:Amber Plasm,ESO Sets With,4,Stamina Recovery
sets,Online:Amber Plasm,ESO Sets With,5,Magicka Recovery
sets,Online:Amber Plasm,ESO Sets With,6,Health Recovery
sets,Online:Amber Plasm,ESO Sets With,7,5-Piece Bonus
sets,Online:Amber Plasm,ESO Sets With,8,Light Armor
sets,Online:Amber Plasm,ESO Sets With,9,Any Weapon
sets,Online:Amber Plasm,ESO Sets With,10,Jewelry
sets,Online:Amber Plasm,ESO Sets With,11,Mazzatun Style
sets,Online:Amber Plasm,ESO Sets With,settype,Light Armor
sets,Online:Amber Plasm,ESO Sets With,dlc,Shadows of the Hist
sets,Online:Amber Plasm,ESO Sets With,source,Ruins of Mazzatun
sets,Online:Ancient Dragonguard,SetBonus,2 items,Adds 28-1206 Maximum Health
sets,Online:Ancient Dragonguard,SetBonus,3 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Ancient Dragonguard,SetBonus,4 items,Adds 15-657 Critical Chance
sets,Online:Ancient Dragonguard,SetBonus,5 items,Adds 6-300 Weapon Damage and Spell Damage while your Health is above 50%. Adds 80-3460 Physical Resistance and Spell Resistance while your Health is 50% or less.
sets,Online:Ancient Dragonguard,Trail,1,Sets
sets,Online:Ancient Dragonguard,Mod Header,1,Dragonhold
sets,Online:Ancient Dragonguard,Online Update,type,itemset
sets,Online:Ancient Dragonguard,ESO DLC,1,Dragonhold
sets,Online:Ancient Dragonguard,ESO Health Link,1,28-1206 Maximum
sets,Online:Ancient Dragonguard,ESO Weapon Damage Link,3,y
sets,Online:Ancient Dragonguard,ESO Weapon Damage Link,3,y
sets,Online:Ancient Dragonguard,ESO Resistance Link,1,Physical
sets,Online:Ancient Dragonguard,ESO Resistance Link,4,y
sets,Online:Ancient Dragonguard,ESO Resistance Link,1,Spell
sets,Online:Ancient Dragonguard,Place Link,1,Dragonguard Armory
sets,Online:Ancient Dragonguard,Item Link,1,Ancient Dragonguard Sword
sets,Online:Ancient Dragonguard,Item Link,id,153828
sets,Online:Ancient Dragonguard,Item Link,quality,3
sets,Online:Ancient Dragonguard,ESO Sets With,1,Maximum Health
sets,Online:Ancient Dragonguard,ESO Sets With,2,Weapon/Spell Damage
sets,Online:Ancient Dragonguard,ESO Sets With,3,Weapon/Spell Critical
sets,Online:Ancient Dragonguard,ESO Sets With,4,Near Death Effect
sets,Online:Ancient Dragonguard,ESO Sets With,5,Physical/Spell Resistance
sets,Online:Ancient Dragonguard,ESO Sets With,6,Reduce Damage Taken
sets,Online:Ancient Dragonguard,ESO Sets With,7,Full Health Bonus
sets,Online:Ancient Dragonguard,ESO Sets With,8,Double Weapon/Spell Damage
sets,Online:Ancient Dragonguard,ESO Sets With,9,5-Piece Bonus
sets,Online:Ancient Dragonguard,ESO Sets With,10,Light Armor
sets,Online:Ancient Dragonguard,ESO Sets With,11,Medium Armor
sets,Online:Ancient Dragonguard,ESO Sets With,12,Heavy Armor
sets,Online:Ancient Dragonguard,ESO Sets With,13,Any Weapon
sets,Online:Ancient Dragonguard,ESO Sets With,14,Jewelry
sets,Online:Ancient Dragonguard,ESO Sets With,15,Crafting Site(s)
sets,Online:Ancient Dragonguard,ESO Sets With,settype,All Weights
sets,Online:Ancient Dragonguard,ESO Sets With,dlc,Dragonhold
sets,Online:Ancient Dragonguard,ESO Sets With,source,Dragonguard Armory
sets,Online:Ansuul's Torment,SetBonus,2 items,Adds 15-657 Critical Chance
sets,Online:Ansuul's Torment,SetBonus,3 items,"Gain Minor Slayer at all times, increasing your damage done to Dungeon, Trial, and Arena Monsters by 5%."
sets,Online:Ansuul's Torment,SetBonus,4 items,Adds 34-1487 Offensive Penetration
sets,Online:Ansuul's Torment,SetBonus,5 items,"Increases your damage done against monsters by 0-7%. When you interrupt an enemy, you increase your damage done against monsters by an additional 0-14% for 30 seconds."
sets,Online:Ansuul's Torment,Mod Header,1,Necrom
sets,Online:Ansuul's Torment,Trail,1,Sets
sets,Online:Ansuul's Torment,Online Update,type,itemset
sets,Online:Ansuul's Torment,ESO Sets With,1,Weapon/Spell Critical
sets,Online:Ansuul's Torment,ESO Sets With,2,Minor Slayer
sets,Online:Ansuul's Torment,ESO Sets With,3,Physical/Spell Penetration
sets,Online:Ansuul's Torment,ESO Sets With,4,Increase Damage Dealt
sets,Online:Ansuul's Torment,ESO Sets With,5,Interrupt Bonus
sets,Online:Ansuul's Torment,ESO Sets With,6,5-Piece Bonus
sets,Online:Ansuul's Torment,ESO Sets With,7,Medium Armor
sets,Online:Ansuul's Torment,ESO Sets With,8,Any Weapon
sets,Online:Ansuul's Torment,ESO Sets With,9,Jewelry
sets,Online:Ansuul's Torment,ESO Sets With,10,Clan Dreamcarver Style
sets,Online:Ansuul's Torment,ESO Sets With,settype,Medium Armor
sets,Online:Ansuul's Torment,ESO Sets With,dlc,Necrom
sets,Online:Ansuul's Torment,ESO Sets With,source,Sanity's Edge
sets,Online:Anthelmir's Construct (set),SetBonus,1 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Anthelmir's Construct (set),SetBonus,2 items,"Dealing damage with a fully-charged Heavy Attack throws an axe at the enemy, dealing 1572 Physical damage and reducing their Armor by 400 for 5 seconds. This effect can occur once every 10 seconds and scales off the higher of your Weapon Damage and Spell Damage. The axe drops to the ground after traveling to your target for 5 seconds. Touching the axe reduces the cooldown of this set by 5 seconds."
sets,Online:Anthelmir's Construct (set),Mod Header,1,Scions of Ithelia
sets,Online:Anthelmir's Construct (set),Trail,1,Sets
sets,Online:Anthelmir's Construct (set),Online Update,type,itemset
sets,Online:Anthelmir's Construct (set),About,1,the set
sets,Online:Anthelmir's Construct (set),About,2,the boss
sets,Online:Anthelmir's Construct (set),About,3,Anthelmir's Construct
sets,Online:Anthelmir's Construct (set),ESO Weapon Damage Link,3,y
sets,Online:Anthelmir's Construct (set),ESO Weapon Damage Link,3,y
sets,Online:Anthelmir's Construct (set),ESO Icon Abbr,1,death
sets,Online:Anthelmir's Construct (set),ESO Icon Abbr,2,Anthelmir's Construct
sets,Online:Anthelmir's Construct (set),ESO Icon Abbr,3,36
sets,Online:Anthelmir's Construct (set),ESO Sets With,1,Weapon/Spell Damage
sets,Online:Anthelmir's Construct (set),ESO Sets With,2,Heavy Attack Bonus
sets,Online:Anthelmir's Construct (set),ESO Sets With,3,Physical Damage
sets,Online:Anthelmir's Construct (set),ESO Sets With,4,Reduce Enemy Defense
sets,Online:Anthelmir's Construct (set),ESO Sets With,5,Undaunted Style
sets,Online:Anthelmir's Construct (set),ESO Sets With,6,2-Piece Bonus
sets,Online:Anthelmir's Construct (set),ESO Sets With,7,Head and Shoulders
sets,Online:Anthelmir's Construct (set),ESO Sets With,settype,Monster Helm Sets
sets,Online:Anthelmir's Construct (set),ESO Sets With,dlc,Scions of Ithelia
sets,Online:Anthelmir's Construct (set),ESO Sets With,boss,Anthelmir's Construct
sets,Online:Anthelmir's Construct (set),ESO Sets With,dungeon,Oathsworn Pit
sets,Online:Anthelmir's Construct (set),ESO Sets With,source,Oathsworn Pit
sets,Online:Anthelmir's Construct (set),ESO Sets With,chest,Urgarlag Chief-bane
sets,Online:Apocryphal Inspiration,SetBonus,2 items,Adds 15-657 Critical Chance
sets,Online:Apocryphal Inspiration,SetBonus,3 items,Adds 3-129 Stamina Recovery
sets,Online:Apocryphal Inspiration,SetBonus,4 items,Adds 3-129 Weapon Damage and Spell Damage
sets,Online:Apocryphal Inspiration,SetBonus,5 items,"You and group members within 28 meters of you gain Major Fortitude, Major Intellect, and Major Endurance, increasing your Health Recovery, Magicka Recovery, and Stamina Recovery by 30%."
sets,Online:Apocryphal Inspiration,Mod Header,1,Scribes of Fate
sets,Online:Apocryphal Inspiration,Trail,1,Sets
sets,Online:Apocryphal Inspiration,Online Update,type,itemset
sets,Online:Apocryphal Inspiration,ESO Stamina Link,1,3-129
sets,Online:Apocryphal Inspiration,ESO Stamina Link,2,Recovery
sets,Online:Apocryphal Inspiration,ESO Weapon Damage Link,3,y
sets,Online:Apocryphal Inspiration,ESO Health Link,2,Recovery
sets,Online:Apocryphal Inspiration,ESO Magicka Link,2,Recovery
sets,Online:Apocryphal Inspiration,ESO Stamina Link,2,Recovery
sets,Online:Apocryphal Inspiration,ESO Sets With,1,Weapon/Spell Critical
sets,Online:Apocryphal Inspiration,ESO Sets With,2,Stamina Recovery
sets,Online:Apocryphal Inspiration,ESO Sets With,3,Weapon/Spell Damage
sets,Online:Apocryphal Inspiration,ESO Sets With,4,Group Bonus
sets,Online:Apocryphal Inspiration,ESO Sets With,5,Full Group Bonus
sets,Online:Apocryphal Inspiration,ESO Sets With,6,Major Fortitude
sets,Online:Apocryphal Inspiration,ESO Sets With,7,Major Intellect
sets,Online:Apocryphal Inspiration,ESO Sets With,8,Major Endurance
sets,Online:Apocryphal Inspiration,ESO Sets With,9,5-Piece Bonus
sets,Online:Apocryphal Inspiration,ESO Sets With,10,Medium Armor
sets,Online:Apocryphal Inspiration,ESO Sets With,11,Any Weapon
sets,Online:Apocryphal Inspiration,ESO Sets With,12,Jewelry
sets,Online:Apocryphal Inspiration,ESO Sets With,settype,Medium Armor
sets,Online:Apocryphal Inspiration,ESO Sets With,14,Scribes of Mora Style
sets,Online:Apocryphal Inspiration,ESO Sets With,dlc,Scribes of Fate
sets,Online:Apocryphal Inspiration,ESO Sets With,source,Scrivener's Hall
sets,Online:Archdruid Devyric (set),SetBonus,1 items,Adds 34-1487 Offensive Penetration
sets,Online:Archdruid Devyric (set),SetBonus,2 items,"When you deal damage with a Heavy Attack, after 1.2 seconds deal 650 Shock damage to up to 6 enemies within a 7 by 5 meter line on your target, applying Major Vulnerability to them for 7 seconds, increasing the damage enemies take by 10%. This effect can occur once every 15 seconds and scales off the higher of your Weapon Damage and Spell Damage."
sets,Online:Archdruid Devyric (set),Mod Header,1,Lost Depths
sets,Online:Archdruid Devyric (set),Trail,1,Sets
sets,Online:Archdruid Devyric (set),Online Update,type,itemset
sets,Online:Archdruid Devyric (set),about,1,the item set
sets,Online:Archdruid Devyric (set),about,2,the enemy
sets,Online:Archdruid Devyric (set),about,3,Archdruid Devyric
sets,Online:Archdruid Devyric (set),ESO Weapon Damage Link,3,y
sets,Online:Archdruid Devyric (set),ESO Sets With,1,Physical/Spell Penetration
sets,Online:Archdruid Devyric (set),ESO Sets With,2,Heavy Attack Bonus
sets,Online:Archdruid Devyric (set),ESO Sets With,3,Shock Damage
sets,Online:Archdruid Devyric (set),ESO Sets With,4,Area of Effect
sets,Online:Archdruid Devyric (set),ESO Sets With,5,Major Vulnerability
sets,Online:Archdruid Devyric (set),ESO Sets With,6,Undaunted Style
sets,Online:Archdruid Devyric (set),ESO Sets With,7,2-Piece Bonus
sets,Online:Archdruid Devyric (set),ESO Sets With,8,Head and Shoulders
sets,Online:Archdruid Devyric (set),ESO Sets With,settype,Monster Helm Sets
sets,Online:Archdruid Devyric (set),ESO Sets With,dlc,Lost Depths
sets,Online:Archdruid Devyric (set),ESO Sets With,boss,Archdruid Devyric
sets,Online:Archdruid Devyric (set),ESO Sets With,dungeon,Earthen Root Enclave
sets,Online:Archdruid Devyric (set),ESO Sets With,source,Earthen Root Enclave
sets,Online:Archdruid Devyric (set),ESO Sets With,chest,Urgarlag Chief-bane
sets,Online:Archer's Mind,SetBonus,2 items,Adds 25-1096 Maximum Stamina
sets,Online:Archer's Mind,SetBonus,3 items,Adds 15-657 Critical Chance
sets,Online:Archer's Mind,SetBonus,4 items,Adds 15-657 Critical Chance
sets,Online:Archer's Mind,SetBonus,5 items,Increases your Critical Damage and Healing by 8%. Increases your Critical Damage and Healing by an additional 16% when you are Sneaking or Invisible.
sets,Online:Archer's Mind,Trail,1,Sets
sets,Online:Archer's Mind,Online Update,type,itemset
sets,Online:Archer's Mind,ESO Stamina Link,1,25-1096 Maximum
sets,Online:Archer's Mind,ESO Sets With,1,Maximum Stamina
sets,Online:Archer's Mind,ESO Sets With,2,Weapon/Spell Critical
sets,Online:Archer's Mind,ESO Sets With,3,Double Weapon/Spell Critical
sets,Online:Archer's Mind,ESO Sets With,4,Increase Critical Damage
sets,Online:Archer's Mind,ESO Sets With,5,Increase Critical Healing
sets,Online:Archer's Mind,ESO Sets With,6,Stealth Bonus
sets,Online:Archer's Mind,ESO Sets With,7,5-Piece Bonus
sets,Online:Archer's Mind,ESO Sets With,8,Medium Armor
sets,Online:Archer's Mind,ESO Sets With,9,Any Weapon
sets,Online:Archer's Mind,ESO Sets With,10,Jewelry
sets,Online:Archer's Mind,ESO Sets With,11,Wood Elf Style
sets,Online:Archer's Mind,ESO Sets With,settype,Medium Armor
sets,Online:Archer's Mind,ESO Sets With,source,Dragonstar Arena
sets,Online:Arena Sets,Trail,1,Sets
sets,Online:Arena Sets,Online Update,update,41
sets,Online:Arena Sets,ESO DLC,1,Orsinium
sets,Online:Arena Sets,ESO DLC,1,Markarth
sets,Online:Arena Sets,ESO Set List,desc,y
sets,Online:Arena Sets,ESO Set List,type,settype
sets,Online:Arena Sets,ESO Set List,3,Archer's Mind
sets,Online:Arena Sets,ESO Set List,4,Footman's Fortune
sets,Online:Arena Sets,ESO Set List,5,Healer's Habit
sets,Online:Arena Sets,ESO Set List,6,Robes of Destruction Mastery
sets,Online:Arena Sets,ESO DLC,1,Orsinium
sets,Online:Arena Sets,ESO Set List,desc,y
sets,Online:Arena Sets,ESO Set List,type,settype
sets,Online:Arena Sets,ESO Set List,3,Elemental Succession
sets,Online:Arena Sets,ESO Set List,4,Glorious Defender
sets,Online:Arena Sets,ESO Set List,5,Hunt Leader
sets,Online:Arena Sets,ESO Set List,6,Para Bellum
sets,Online:Arena Sets,ESO Set List,7,Permafrost
sets,Online:Arena Sets,ESO Set List,8,Winterborn (set)
sets,Online:Arena Sets,ESO DLC,1,Markarth
sets,Online:Arena Sets,ESO Set List,desc,y
sets,Online:Arena Sets,ESO Set List,type,settype
sets,Online:Arena Sets,ESO Set List,3,Explosive Rebuke
sets,Online:Arena Sets,ESO Set List,4,Hex Siphon
sets,Online:Arena Sets,ESO Set List,5,Pestilent Host
sets,Online:Arkasis's Genius,SetBonus,2 items,Adds 28-1206 Maximum Health
sets,Online:Arkasis's Genius,SetBonus,3 items,Adds 34-1487 Armor
sets,Online:Arkasis's Genius,SetBonus,4 items,Adds 28-1206 Maximum Health
sets,Online:Arkasis's Genius,SetBonus,5 items,"Whenever you drink a potion while in combat, you and 3 group members gain 1-44 Ultimate. This effect can occur once every 30 seconds."
sets,Online:Arkasis's Genius,Mod Header,1,Stonethorn
sets,Online:Arkasis's Genius,Trail,1,Sets
sets,Online:Arkasis's Genius,Online Update,type,itemset
sets,Online:Arkasis's Genius,sic,1,Arkasis's
sets,Online:Arkasis's Genius,sic,2,Arkasis'
sets,Online:Arkasis's Genius,ESO Health Link,1,28-1206 Maximum
sets,Online:Arkasis's Genius,ESO Health Link,1,28-1206 Maximum
sets,Online:Arkasis's Genius,ESO Ultimate Link,1,1-44
sets,Online:Arkasis's Genius,ESO Sets With,1,Maximum Health
sets,Online:Arkasis's Genius,ESO Sets With,2,Physical/Spell Resistance
sets,Online:Arkasis's Genius,ESO Sets With,3,Double Maximum Health
sets,Online:Arkasis's Genius,ESO Sets With,4,Consumable Bonus
sets,Online:Arkasis's Genius,ESO Sets With,5,Ultimate Gain
sets,Online:Arkasis's Genius,ESO Sets With,6,Group Bonus
sets,Online:Arkasis's Genius,ESO Sets With,7,5-Piece Bonus
sets,Online:Arkasis's Genius,ESO Sets With,8,Heavy Armor
sets,Online:Arkasis's Genius,ESO Sets With,9,Any Weapon
sets,Online:Arkasis's Genius,ESO Sets With,10,Jewelry
sets,Online:Arkasis's Genius,ESO Sets With,11,Hazardous Alchemy Style
sets,Online:Arkasis's Genius,ESO Sets With,settype,Heavy Armor
sets,Online:Arkasis's Genius,ESO Sets With,dlc,Stonethorn
sets,Online:Arkasis's Genius,ESO Sets With,source,Stone Garden
sets,Online:Arkay's Charity,SetBonus,2 items,Adds 3-129 Magicka Recovery
sets,Online:Arkay's Charity,SetBonus,3 items,Adds 3-129 Magicka Recovery
sets,Online:Arkay's Charity,SetBonus,4 items,Adds 25-1096 Maximum Magicka
sets,Online:Arkay's Charity,SetBonus,5 items,"When you cleanse a negative effect from yourself or an ally, restore 13 Ultimate to the target. This effect can occur once every 9 seconds per target."
sets,Online:Arkay's Charity,Trail,1,Sets
sets,Online:Arkay's Charity,Online Update,type,itemset
sets,Online:Arkay's Charity,ESO Magicka Link,1,3-129
sets,Online:Arkay's Charity,ESO Magicka Link,2,Recovery
sets,Online:Arkay's Charity,ESO Magicka Link,1,3-129
sets,Online:Arkay's Charity,ESO Magicka Link,2,Recovery
sets,Online:Arkay's Charity,ESO Magicka Link,1,25-1096 Maximum
sets,Online:Arkay's Charity,ESO Ultimate Link,1,13
sets,Online:Arkay's Charity,ESO Sets With,1,Magicka Recovery
sets,Online:Arkay's Charity,ESO Sets With,2,Double Magicka Recovery
sets,Online:Arkay's Charity,ESO Sets With,3,Maximum Magicka
sets,Online:Arkay's Charity,ESO Sets With,4,Reduce Debuff Effects
sets,Online:Arkay's Charity,ESO Sets With,5,Ultimate Gain
sets,Online:Arkay's Charity,ESO Sets With,6,5-Piece Bonus
sets,Online:Arkay's Charity,ESO Sets With,7,Light Armor
sets,Online:Arkay's Charity,ESO Sets With,8,Any Weapon
sets,Online:Arkay's Charity,ESO Sets With,9,Jewelry
sets,Online:Arkay's Charity,ESO Sets With,10,Alliance Style
sets,Online:Arkay's Charity,ESO Sets With,settype,Light Armor
sets,Online:Arkay's Charity,ESO Sets With,source,"""Rewards for the Worthy"" mails"
sets,Online:Armor Master,SetBonus,2 items,Adds 28-1206 Maximum Health
sets,Online:Armor Master,SetBonus,3 items,Adds 34-1487 Armor
sets,Online:Armor Master,SetBonus,4 items,Adds 34-1487 Armor
sets,Online:Armor Master,SetBonus,5 items,"While you have an Armor ability slotted, your Max Health is increased by 5%. When you use an Armor ability while in combat, your Physical Resistance and Spell Resistance is increased by 138-5940 for 10 seconds."
sets,Online:Armor Master,Mod Header,1,Imperial City
sets,Online:Armor Master,Trail,1,Sets
sets,Online:Armor Master,Online Update,type,itemset
sets,Online:Armor Master,ESO DLC,1,Imperial City
sets,Online:Armor Master,ESO Health Link,1,28-1206 Maximum
sets,Online:Armor Master,ESO Health Link,1,Max
sets,Online:Armor Master,ESO Resistance Link,1,Physical
sets,Online:Armor Master,ESO Resistance Link,4,y
sets,Online:Armor Master,ESO Resistance Link,1,Spell
